id,name,stco,subreg,P_AsianO18,P_BlackO18,P_HispO18,P_NonHispO18,P_O18,P_OtherO18,P_TwoO18,P_WhiteO18,geotype,yr
3663473,"Ronkonkoma CDP, New York",36103,LI,339,116,834,14029,14863,26,151,13397,municipality,2000
3663473,"Ronkonkoma CDP, New York",36103,LI,653,243,1289,13319,14608,54,93,12276,municipality,2010
3664452,"Sagaponack village, New York",36103,LI,13,13,17,452,469,0,2,424,municipality,2000
3664452,"Sagaponack village, New York",36103,LI,2,2,4,265,269,2,2,257,municipality,2010
3664485,"Sag Harbor village, New York",36103,LI,19,152,122,1810,1932,18,32,1589,municipality,2000
3664485,"Sag Harbor village, New York",36103,LI,24,137,222,1574,1796,10,20,1383,municipality,2010
3664584,"St. James CDP, New York",36103,LI,124,26,312,9523,9835,12,29,9332,municipality,2000
3664584,"St. James CDP, New York",36103,LI,196,49,484,9493,9977,20,45,9183,municipality,2010
3664881,"Saltaire village, New York",36103,LI,2,0,1,26,27,0,2,22,municipality,2000
3664881,"Saltaire village, New York",36103,LI,0,0,0,32,32,0,0,32,municipality,2010
3665409,"Sayville CDP, New York",36103,LI,244,79,329,11856,12185,8,62,11463,municipality,2000
3665409,"Sayville CDP, New York",36103,LI,224,112,522,12292,12814,18,64,11874,municipality,2010
3666212,"Selden CDP, New York",36103,LI,395,250,1168,14495,15663,29,163,13658,municipality,2000
3666212,"Selden CDP, New York",36103,LI,653,408,1836,13130,14966,52,131,11886,municipality,2010
3666481,"Setauket-East Setauket CDP, New York",36103,LI,1127,147,348,11301,11649,38,88,9901,municipality,2000
3666481,"Setauket-East Setauket CDP, New York",36103,LI,881,134,505,10997,11502,37,84,9861,municipality,2010
3666828,"Shelter Island CDP, New York",36103,LI,6,7,29,949,978,0,5,931,municipality,2000
3666828,"Shelter Island CDP, New York",36103,LI,6,6,53,1011,1064,4,8,987,municipality,2010
3666850,"Shelter Island Heights CDP, New York",36103,LI,4,2,11,824,835,0,6,812,municipality,2000
3666850,"Shelter Island Heights CDP, New York",36103,LI,4,7,34,872,906,3,13,845,municipality,2010
3667048,"Shinnecock Hills CDP, New York",36103,LI,17,60,141,1366,1507,10,17,1262,municipality,2000
3667048,"Shinnecock Hills CDP, New York",36103,LI,21,35,464,1272,1736,12,10,1194,municipality,2010
3667070,"Shirley CDP, New York",36103,LI,226,471,1648,15830,17478,78,226,14829,municipality,2000
3667070,"Shirley CDP, New York",36103,LI,518,1132,3037,17456,20493,67,236,15503,municipality,2010
3667191,"Shoreham village, New York",36103,LI,7,0,6,296,302,0,1,288,municipality,2000
3667191,"Shoreham village, New York",36103,LI,16,4,8,397,405,0,1,376,municipality,2010
3667851,"Smithtown CDP, New York",36103,LI,344,119,649,19243,19892,15,87,18678,municipality,2000
3667851,"Smithtown CDP, New York",36103,LI,523,224,892,18618,19510,25,88,17758,municipality,2010
3668374,"Sound Beach CDP, New York",36103,LI,102,45,235,6760,6995,15,50,6548,municipality,2000
3668374,"Sound Beach CDP, New York",36103,LI,95,61,276,5373,5649,17,51,5149,municipality,2010
3668462,"Southampton village, New York",36103,LI,31,351,281,2909,3190,16,32,2479,municipality,2000
3668462,"Southampton village, New York",36103,LI,36,236,386,2235,2621,32,28,1903,municipality,2010
3669254,"South Huntington CDP, New York",36103,LI,251,53,246,7097,7343,6,48,6739,municipality,2000
3669254,"South Huntington CDP, New York",36103,LI,417,150,512,6852,7364,11,82,6192,municipality,2010
3669452,"Southold CDP, New York",36103,LI,9,30,100,4232,4332,11,35,4147,municipality,2000
3669452,"Southold CDP, New York",36103,LI,32,36,322,4294,4616,3,24,4199,municipality,2010
3670387,"Springs CDP, New York",36103,LI,47,42,588,3256,3844,15,64,3088,municipality,2000
3670387,"Springs CDP, New York",36103,LI,76,75,1746,3408,5154,10,15,3232,municipality,2010
3671608,"Stony Brook CDP, New York",36103,LI,578,124,222,9807,10029,14,52,9039,municipality,2000
3671608,"Stony Brook CDP, New York",36103,LI,818,166,381,10055,10436,17,74,8980,municipality,2010
3671620,"Stony Brook University CDP, New York",36103,LI,1878,1238,609,8542,9151,61,107,5258,municipality,2010
3673352,"Terryville CDP, New York",36103,LI,167,111,647,7037,7684,9,71,6679,municipality,2000
3673352,"Terryville CDP, New York",36103,LI,264,198,1218,7561,8779,37,56,7006,municipality,2010
3675572,"Tuckahoe CDP, New York",36103,LI,10,94,237,1123,1360,17,10,992,municipality,2000
3675572,"Tuckahoe CDP, New York",36103,LI,15,99,250,791,1041,5,17,655,municipality,2010
3677519,"Village of the Branch village, New York",36103,LI,41,3,52,1394,1446,1,4,1345,municipality,2000
3677519,"Village of the Branch village, New York",36103,LI,32,14,40,1277,1317,2,14,1215,municipality,2010
3677772,"Wading River CDP, New York",36103,LI,43,23,141,4726,4867,9,28,4623,municipality,2000
3677772,"Wading River CDP, New York",36103,LI,52,80,209,5474,5683,9,42,5291,municipality,2010
3677805,"Wainscott CDP, New York",36103,LI,2,23,36,475,511,2,16,432,municipality,2000
3677805,"Wainscott CDP, New York",36103,LI,2,6,64,445,509,6,6,425,municipality,2010
3678575,"Water Mill CDP, New York",36103,LI,10,30,43,1334,1377,1,4,1289,municipality,2000
3678575,"Water Mill CDP, New York",36103,LI,18,13,82,1189,1271,1,11,1146,municipality,2010
3679246,"West Babylon CDP, New York",36103,LI,605,2929,2189,30150,32339,93,352,26171,municipality,2000
3679246,"West Babylon CDP, New York",36103,LI,875,3335,3606,29901,33507,146,369,25176,municipality,2010
3679301,"West Bay Shore CDP, New York",36103,LI,72,28,131,3533,3664,9,22,3402,municipality,2000
3679301,"West Bay Shore CDP, New York",36103,LI,82,66,232,3437,3669,5,33,3251,municipality,2010
3680170,"Westhampton CDP, New York",36103,LI,28,79,103,2004,2107,4,19,1874,municipality,2000
3680170,"Westhampton CDP, New York",36103,LI,22,90,278,2140,2418,11,16,2001,municipality,2010
3680181,"Westhampton Beach village, New York",36103,LI,15,66,108,1405,1513,9,9,1306,municipality,2000
3680181,"Westhampton Beach village, New York",36103,LI,11,43,267,1104,1371,0,9,1041,municipality,2010
3680186,"West Hampton Dunes village, New York",36103,LI,1,0,0,11,11,0,0,10,municipality,2000
3680186,"West Hampton Dunes village, New York",36103,LI,1,0,2,45,47,0,0,44,municipality,2010
3680258,"West Hills CDP, New York",36103,LI,137,37,100,4179,4279,7,20,3978,municipality,2000
3680258,"West Hills CDP, New York",36103,LI,230,48,198,4164,4362,7,26,3853,municipality,2010
3680302,"West Islip CDP, New York",36103,LI,231,71,669,20013,20682,26,123,19562,municipality,2000
3680302,"West Islip CDP, New York",36103,LI,356,114,991,20091,21082,18,127,19476,municipality,2010
3680885,"West Sayville CDP, New York",36103,LI,38,14,75,3605,3680,7,8,3538,municipality,2000
3680885,"West Sayville CDP, New York",36103,LI,43,28,117,3720,3837,13,18,3618,municipality,2010
3681419,"Wheatley Heights CDP, New York",36103,LI,125,1528,388,3108,3496,25,71,1359,municipality,2000
3681419,"Wheatley Heights CDP, New York",36103,LI,209,1906,451,3255,3706,30,114,996,municipality,2010
3683294,"Wyandanch CDP, New York",36103,LI,41,5019,1175,5618,6793,66,188,304,municipality,2000
3683294,"Wyandanch CDP, New York",36103,LI,91,5192,2219,5966,8185,66,152,465,municipality,2010
3683426,"Yaphank CDP, New York",36103,LI,40,421,275,3651,3926,9,38,3143,municipality,2000
3683426,"Yaphank CDP, New York",36103,LI,82,334,516,4272,4788,10,21,3825,municipality,2010
3610304000,"Babylon town, Suffolk County, New York",36103,LI,5822,42428,28528,284778,313306,1202,4458,230868,municipality,2000
3610304000,"Babylon town, Suffolk County, New York",36103,LI,4822,23790,24475,139700,164175,714,1853,108521,municipality,2010
3610310000,"Brookhaven town, Suffolk County, New York",36103,LI,20560,24368,47736,609518,657254,1966,6538,556086,municipality,2000
3610310000,"Brookhaven town, Suffolk County, New York",36103,LI,14637,17402,40257,329711,369968,1290,3444,292938,municipality,2010
3610322194,"East Hampton town, Suffolk County, New York",36103,LI,346,1068,4394,26668,31062,174,420,24660,municipality,2000
3610322194,"East Hampton town, Suffolk County, New York",36103,LI,218,557,4146,13040,17186,54,107,12104,municipality,2010
3610337000,"Huntington town, Suffolk County, New York",36103,LI,9870,10828,17740,273400,291140,604,2496,249602,municipality,2000
3610337000,"Huntington town, Suffolk County, New York",36103,LI,7487,6514,15275,137480,152755,368,1330,121781,municipality,2010
3610338000,"Islip town, Suffolk County, New York",36103,LI,10172,35410,87252,381362,468614,1538,5790,328452,municipality,2000
3610338000,"Islip town, Suffolk County, New York",36103,LI,7055,20284,67432,184373,251805,863,2338,153833,municipality,2010
3610359106,"Poospatuck Reservation, Suffolk County, New York",36103,LI,0,54,20,324,344,250,16,4,municipality,2000
3610359106,"Poospatuck Reservation, Suffolk County, New York",36103,LI,3,45,17,228,245,107,41,32,municipality,2010
3610361984,"Riverhead town, Suffolk County, New York",36103,LI,366,3822,2312,40304,42616,132,306,35678,municipality,2000
3610361984,"Riverhead town, Suffolk County, New York",36103,LI,286,1868,3329,23339,26668,62,250,20873,municipality,2010
3610366839,"Shelter Island town, Suffolk County, New York",36103,LI,20,18,80,3568,3648,2,22,3506,municipality,2000
3610366839,"Shelter Island town, Suffolk County, New York",36103,LI,10,13,87,1894,1981,7,21,1843,municipality,2010
3610367059,"Shinnecock Reservation, Suffolk County, New York",36103,LI,2,24,28,666,694,594,6,40,municipality,2000
3610367059,"Shinnecock Reservation, Suffolk County, New York",36103,LI,3,29,23,477,500,365,50,30,municipality,2010
3610368000,"Smithtown town, Suffolk County, New York",36103,LI,3984,1040,5346,165902,171248,238,804,159836,municipality,2000
3610368000,"Smithtown town, Suffolk County, New York",36103,LI,3025,863,4133,83572,87705,159,486,79039,municipality,2010
3610368473,"Southampton town, Suffolk County, New York",36103,LI,722,5132,6772,79522,86294,408,660,72600,municipality,2000
3610368473,"Southampton town, Suffolk County, New York",36103,LI,479,2215,8129,36734,44863,219,332,33489,municipality,2010
3610369463,"Southold town, Suffolk County, New York",36103,LI,128,790,1388,30968,32356,84,254,29712,municipality,2000
3610369463,"Southold town, Suffolk County, New York",36103,LI,115,430,1712,16117,17829,32,103,15437,municipality,2010
3610506310,"Bethel town, Sullivan County, New York",36105,MHV,28,322,728,6092,6820,18,46,5678,municipality,2000
3610506310,"Bethel town, Sullivan County, New York",36105,MHV,34,128,342,3153,3495,19,32,2940,municipality,2010
3610511759,"Callicoon town, Sullivan County, New York",36105,MHV,28,34,180,4512,4692,14,32,4404,municipality,2000
3610511759,"Callicoon town, Sullivan County, New York",36105,MHV,43,32,96,2349,2445,7,19,2248,municipality,2010
3610516661,"Cochecton town, Sullivan County, New York",36105,MHV,16,16,34,2024,2058,6,12,1974,municipality,2000
3610516661,"Cochecton town, Sullivan County, New York",36105,MHV,10,25,45,1098,1143,1,3,1059,municipality,2010
3610520104,"Delaware town, Sullivan County, New York",36105,MHV,26,314,206,3774,3980,14,22,3398,municipality,2000
3610520104,"Delaware town, Sullivan County, New York",36105,MHV,6,242,127,2022,2149,6,21,1747,municipality,2010
3610525241,"Fallsburg town, Sullivan County, New York",36105,MHV,234,3032,2632,16142,18774,94,180,12602,municipality,2000
3610525241,"Fallsburg town, Sullivan County, New York",36105,MHV,136,1392,1890,7787,9677,70,106,6083,municipality,2010
3610526528,"Forestburgh town, Sullivan County, New York",36105,MHV,0,26,46,1252,1298,0,2,1224,municipality,2000
3610526528,"Forestburgh town, Sullivan County, New York",36105,MHV,5,27,29,651,680,10,8,601,municipality,2010
3610527573,"Fremont town, Sullivan County, New York",36105,MHV,26,32,18,2052,2070,6,30,1958,municipality,2000
3610527573,"Fremont town, Sullivan County, New York",36105,MHV,10,26,35,1081,1116,6,10,1029,municipality,2010
3610534473,"Highland town, Sullivan County, New York",36105,MHV,12,130,156,3580,3736,14,26,3398,municipality,2000
3610534473,"Highland town, Sullivan County, New York",36105,MHV,16,77,103,1951,2054,1,19,1838,municipality,2010
3610542235,"Liberty town, Sullivan County, New York",36105,MHV,208,1196,1350,13154,14504,58,108,11584,municipality,2000
3610542235,"Liberty town, Sullivan County, New York",36105,MHV,114,594,1251,6492,7743,55,98,5631,municipality,2010
3610543786,"Lumberland town, Sullivan County, New York",36105,MHV,16,8,50,2834,2884,14,24,2772,municipality,2000
3610543786,"Lumberland town, Sullivan County, New York",36105,MHV,17,23,85,1837,1922,9,22,1766,municipality,2010
3610544809,"Mamakating town, Sullivan County, New York",36105,MHV,164,304,650,15434,16084,70,170,14726,municipality,2000
3610544809,"Mamakating town, Sullivan County, New York",36105,MHV,115,283,661,8607,9268,43,104,8062,municipality,2010
3610549847,"Neversink town, Sullivan County, New York",36105,MHV,16,24,78,5030,5108,16,44,4930,municipality,2000
3610549847,"Neversink town, Sullivan County, New York",36105,MHV,19,38,70,2693,2763,12,15,2609,municipality,2010
3610563176,"Rockland town, Sullivan County, New York",36105,MHV,48,150,284,5552,5836,8,44,5302,municipality,2000
3610563176,"Rockland town, Sullivan County, New York",36105,MHV,40,66,183,2769,2952,15,25,2623,municipality,2010
3610573627,"Thompson town, Sullivan County, New York",36105,MHV,390,3050,2592,18394,20986,64,234,14656,municipality,2000
3610573627,"Thompson town, Sullivan County, New York",36105,MHV,261,1827,2008,9322,11330,77,158,6999,municipality,2010
3610575759,"Tusten town, Sullivan County, New York",36105,MHV,12,142,48,2150,2198,6,32,1958,municipality,2000
3610575759,"Tusten town, Sullivan County, New York",36105,MHV,13,53,61,1173,1234,7,22,1078,municipality,2010
3611120247,"Denning town, Ulster County, New York",36111,MHV,2,0,10,842,852,10,24,806,municipality,2000
3611120247,"Denning town, Ulster County, New York",36111,MHV,1,5,7,447,454,4,12,425,municipality,2010
3611124691,"Esopus town, Ulster County, New York",36111,MHV,130,280,214,13716,13930,36,140,13130,municipality,2000
3611124691,"Esopus town, Ulster County, New York",36111,MHV,105,255,284,6837,7121,25,80,6372,municipality,2010
3611128255,"Gardiner town, Ulster County, New York",36111,MHV,48,124,314,7438,7752,42,70,7154,municipality,2000
3611128255,"Gardiner town, Ulster County, New York",36111,MHV,35,68,239,4201,4440,11,45,4042,municipality,2010
3611132116,"Hardenburgh town, Ulster County, New York",36111,MHV,8,2,4,348,352,4,0,334,municipality,2000
3611132116,"Hardenburgh town, Ulster County, New York",36111,MHV,5,0,3,191,194,0,1,185,municipality,2010
3611137143,"Hurley town, Ulster County, New York",36111,MHV,114,124,146,10056,10202,26,54,9738,municipality,2000
3611137143,"Hurley town, Ulster County, New York",36111,MHV,71,76,118,4970,5088,15,43,4765,municipality,2010
3611139727,"Kingston city, Ulster County, New York",36111,MHV,506,3698,1774,33924,35698,128,474,29118,municipality,2000
3611139727,"Kingston city, Ulster County, New York",36111,MHV,338,2239,2097,16589,18686,90,381,13541,municipality,2010
3611139738,"Kingston town, Ulster County, New York",36111,MHV,8,20,22,1378,1400,4,12,1334,municipality,2000
3611139738,"Kingston town, Ulster County, New York",36111,MHV,9,18,18,715,733,1,4,683,municipality,2010
3611142994,"Lloyd town, Ulster County, New York",36111,MHV,174,542,568,14206,14774,54,150,13286,municipality,2000
3611142994,"Lloyd town, Ulster County, New York",36111,MHV,210,451,487,7846,8333,23,93,7069,municipality,2010
3611145458,"Marbletown town, Ulster County, New York",36111,MHV,58,126,154,8840,8994,30,118,8508,municipality,2000
3611145458,"Marbletown town, Ulster County, New York",36111,MHV,45,68,114,4492,4606,20,50,4309,municipality,2010
3611145722,"Marlborough town, Ulster County, New York",36111,MHV,38,348,406,11734,12140,24,104,11220,municipality,2000
3611145722,"Marlborough town, Ulster County, New York",36111,MHV,54,254,503,6279,6782,22,58,5891,municipality,2010
3611150562,"New Paltz town, Ulster County, New York",36111,MHV,902,1146,1756,19576,21332,230,402,16896,municipality,2000
3611150562,"New Paltz town, Ulster County, New York",36111,MHV,539,513,1009,11011,12020,61,200,9698,municipality,2010
3611154749,"Olive town, Ulster County, New York",36111,MHV,60,30,142,6800,6942,40,44,6626,municipality,2000
3611154749,"Olive town, Ulster County, New York",36111,MHV,42,43,95,3511,3606,9,48,3369,municipality,2010
3611158552,"Plattekill town, Ulster County, New York",36111,MHV,102,536,2104,12228,14332,50,164,11376,municipality,2000
3611158552,"Plattekill town, Ulster County, New York",36111,MHV,62,377,1279,6668,7947,26,72,6131,municipality,2010
3611163011,"Rochester town, Ulster County, New York",36111,MHV,56,210,414,9912,10326,46,140,9460,municipality,2000
3611163011,"Rochester town, Ulster County, New York",36111,MHV,51,111,251,5431,5682,31,88,5150,municipality,2010
3611163737,"Rosendale town, Ulster County, New York",36111,MHV,42,186,222,9356,9578,38,102,8988,municipality,2000
3611163737,"Rosendale town, Ulster County, New York",36111,MHV,33,72,210,4661,4871,17,53,4486,municipality,2010
3611165299,"Saugerties town, Ulster County, New York",36111,MHV,188,1388,1452,28868,30320,92,210,26990,municipality,2000
3611165299,"Saugerties town, Ulster County, New York",36111,MHV,154,248,636,14768,15404,49,175,14142,municipality,2010
3611166597,"Shandaken town, Ulster County, New York",36111,MHV,58,52,112,5048,5160,44,72,4822,municipality,2000
3611166597,"Shandaken town, Ulster County, New York",36111,MHV,34,25,98,2500,2598,13,33,2395,municipality,2010
3611166674,"Shawangunk town, Ulster County, New York",36111,MHV,188,1820,1408,17240,18648,68,156,15008,municipality,2000
3611166674,"Shawangunk town, Ulster County, New York",36111,MHV,193,1017,985,10654,11639,39,87,9318,municipality,2010
