id,name,stco,subreg,H_Occ,H_Tot,H_Vac,P_18p,P_Asian,P_Black,P_Hisp,P_NonHisp,P_Other,P_Tot,P_Two,P_White,geotype,yr
3636233,"Huntington CDP, New York",36103,LI,7170,7482,312,14096,390,382,906,17140,35,18046,191,16142,municipality,2010
3637022,"Huntington Bay village, New York",36103,LI,539,560,21,1141,14,1,19,1477,0,1496,8,1454,municipality,2000
3637022,"Huntington Bay village, New York",36103,LI,534,578,44,1120,26,6,49,1376,0,1425,15,1329,municipality,2010
3637044,"Huntington Station CDP, New York",36103,LI,9731,10028,297,22206,917,3296,6802,23108,123,29910,585,18187,municipality,2000
3637044,"Huntington Station CDP, New York",36103,LI,10067,10523,456,24868,1154,3299,12109,20920,140,33029,605,15722,municipality,2010
3637840,"Islandia village, New York",36103,LI,1007,1031,24,2303,184,353,584,2473,3,3057,63,1870,municipality,2000
3637840,"Islandia village, New York",36103,LI,1026,1088,62,2672,204,429,944,2391,11,3335,57,1690,municipality,2010
3637869,"Islip CDP, New York",36103,LI,6868,7026,158,14935,410,937,2195,18380,37,20575,275,16721,municipality,2000
3637869,"Islip CDP, New York",36103,LI,6437,6664,227,14188,461,760,2580,16109,70,18689,248,14570,municipality,2010
3638022,"Islip Terrace CDP, New York",36103,LI,1755,1784,29,3976,84,28,373,5268,4,5641,25,5127,municipality,2000
3638022,"Islip Terrace CDP, New York",36103,LI,1703,1764,61,4015,124,90,478,4911,15,5389,55,4627,municipality,2010
3638253,"Jamesport CDP, New York",36103,LI,605,959,354,1211,8,9,97,1429,0,1526,6,1406,municipality,2000
3638253,"Jamesport CDP, New York",36103,LI,715,1169,454,1427,7,18,142,1568,0,1710,13,1530,municipality,2010
3639672,"Kings Park CDP, New York",36103,LI,5480,5574,94,12071,304,131,538,15608,34,16146,139,15000,municipality,2000
3639672,"Kings Park CDP, New York",36103,LI,6212,6469,257,13249,406,183,915,16367,31,17282,166,15581,municipality,2010
3640530,"Lake Grove village, New York",36103,LI,3419,3509,90,7554,504,141,496,9754,28,10250,91,8990,municipality,2000
3640530,"Lake Grove village, New York",36103,LI,3814,3956,142,8457,737,215,866,10297,37,11163,103,9205,municipality,2010
3640838,"Lake Ronkonkoma CDP, New York",36103,LI,6700,6949,249,14842,471,237,1153,18548,46,19701,176,17618,municipality,2000
3640838,"Lake Ronkonkoma CDP, New York",36103,LI,6932,7199,267,15363,904,423,2008,18147,53,20155,256,16511,municipality,2010
3641465,"Laurel CDP, New York",36103,LI,452,686,234,912,0,15,28,1160,3,1188,13,1129,municipality,2000
3641465,"Laurel CDP, New York",36103,LI,524,810,286,1067,6,24,124,1270,0,1394,23,1217,municipality,2010
3642554,"Lindenhurst village, New York",36103,LI,9061,9277,216,20387,379,220,1813,26006,57,27819,374,24976,municipality,2000
3642554,"Lindenhurst village, New York",36103,LI,9316,9665,349,21117,518,341,2656,24597,71,27253,286,23381,municipality,2010
3643005,"Lloyd Harbor village, New York",36103,LI,1147,1188,41,2524,69,23,85,3590,3,3675,23,3472,municipality,2000
3643005,"Lloyd Harbor village, New York",36103,LI,1162,1262,100,2577,80,34,120,3540,9,3660,39,3378,municipality,2010
3645139,"Manorville CDP, New York",36103,LI,4122,4243,121,8063,71,120,461,10670,33,11131,72,10374,municipality,2000
3645139,"Manorville CDP, New York",36103,LI,5000,5303,303,10364,249,222,938,13376,38,14314,124,12743,municipality,2010
3646074,"Mastic CDP, New York",36103,LI,4451,4732,281,10390,162,856,1875,13561,283,15436,261,11999,municipality,2000
3646074,"Mastic CDP, New York",36103,LI,4526,4847,321,11106,323,1247,3378,12103,77,15481,394,10062,municipality,2010
3646085,"Mastic Beach CDP, New York",36103,LI,3755,4375,620,7873,103,544,1222,10321,56,11543,230,9388,municipality,2000
3646085,"Mastic Beach CDP, New York",36103,LI,4231,4889,658,9340,186,1120,2019,10911,69,12930,285,9251,municipality,2010
3646140,"Mattituck CDP, New York",36103,LI,1651,2313,662,3222,22,46,107,4091,8,4198,34,3981,municipality,2000
3646140,"Mattituck CDP, New York",36103,LI,1693,2495,802,3356,37,54,288,3931,10,4219,56,3774,municipality,2010
3646404,"Medford CDP, New York",36103,LI,6791,6939,148,15896,301,812,2373,19612,87,21985,268,18144,municipality,2000
3646404,"Medford CDP, New York",36103,LI,7821,8171,350,18421,620,1328,4306,19836,114,24142,303,17471,municipality,2010
3646514,"Melville CDP, New York",36103,LI,4930,5141,211,10823,785,294,540,13993,33,14533,170,12711,municipality,2000
3646514,"Melville CDP, New York",36103,LI,6908,7194,286,14543,1372,607,955,18030,70,18985,247,15734,municipality,2010
3646976,"Middle Island CDP, New York",36103,LI,3720,3900,180,7517,237,697,667,9035,46,9702,190,7865,municipality,2000
3646976,"Middle Island CDP, New York",36103,LI,4217,4479,262,8380,361,786,974,9509,54,10483,174,8134,municipality,2010
3647306,"Miller Place CDP, New York",36103,LI,3397,3512,115,7382,141,38,339,10241,31,10580,68,9963,municipality,2000
3647306,"Miller Place CDP, New York",36103,LI,4000,4141,141,8924,359,191,621,11718,40,12339,93,11035,municipality,2010
3648054,"Montauk CDP, New York",36103,LI,1593,4815,3222,3081,32,27,921,2930,9,3851,32,2830,municipality,2000
3648054,"Montauk CDP, New York",36103,LI,1422,4666,3244,2764,30,74,537,2789,11,3326,30,2644,municipality,2010
3648450,"Moriches CDP, New York",36103,LI,1116,1212,96,2052,42,28,92,2227,4,2319,25,2128,municipality,2000
3648450,"Moriches CDP, New York",36103,LI,1322,1475,153,2396,79,72,247,2591,8,2838,32,2400,municipality,2010
3649066,"Mount Sinai CDP, New York",36103,LI,2671,2740,69,6110,130,105,364,8370,14,8734,62,8059,municipality,2000
3649066,"Mount Sinai CDP, New York",36103,LI,4080,4285,205,8966,486,165,706,11412,28,12118,113,10620,municipality,2010
3649424,"Napeague CDP, New York",36103,LI,105,624,519,189,0,2,15,208,3,223,1,202,municipality,2000
3649424,"Napeague CDP, New York",36103,LI,107,762,655,171,3,1,6,194,1,200,2,187,municipality,2010
3649825,"Nesconset CDP, New York",36103,LI,3964,4227,263,8915,371,111,403,11589,27,11992,74,11006,municipality,2000
3649825,"Nesconset CDP, New York",36103,LI,4564,4711,147,9941,651,159,825,12562,23,13387,89,11640,municipality,2010
3650727,"New Suffolk CDP, New York",36103,LI,172,298,126,294,1,4,12,325,5,337,1,314,municipality,2000
3650727,"New Suffolk CDP, New York",36103,LI,177,307,130,310,0,1,22,327,1,349,0,325,municipality,2010
3651286,"Nissequogue village, New York",36103,LI,533,570,37,1148,15,1,45,1498,0,1543,18,1464,municipality,2000
3651286,"Nissequogue village, New York",36103,LI,573,646,73,1275,87,11,60,1689,2,1749,19,1570,municipality,2010
3651396,"North Amityville CDP, New York",36103,LI,5045,5308,263,11632,173,11071,2242,14330,220,16572,587,2279,municipality,2000
3651396,"North Amityville CDP, New York",36103,LI,5333,5636,303,13036,167,10076,5093,12769,209,17862,410,1907,municipality,2010
3651418,"Northampton CDP, New York",36103,LI,158,205,47,331,4,207,39,429,4,468,23,191,municipality,2000
3651418,"Northampton CDP, New York",36103,LI,191,239,48,461,2,157,112,458,2,570,12,285,municipality,2010
3651440,"North Babylon CDP, New York",36103,LI,6146,6271,125,13668,372,352,1313,16564,50,17877,198,15592,municipality,2000
3651440,"North Babylon CDP, New York",36103,LI,6136,6378,242,13671,696,1009,2221,15288,61,17509,212,13310,municipality,2010
3651495,"North Bay Shore CDP, New York",36103,LI,3794,3992,198,10534,300,2632,7608,7384,94,14992,456,3902,municipality,2000
3651495,"North Bay Shore CDP, New York",36103,LI,4395,4627,232,13805,697,2894,12310,6634,136,18944,322,2585,municipality,2010
3651528,"North Bellport CDP, New York",36103,LI,2349,2520,171,5985,166,2640,1841,7166,132,9007,260,3968,municipality,2000
3651528,"North Bellport CDP, New York",36103,LI,3362,3652,290,8080,288,2868,3382,8163,151,11545,421,4435,municipality,2010
3652078,"North Great River CDP, New York",36103,LI,1156,1167,11,2834,49,56,248,3681,6,3929,39,3531,municipality,2000
3652078,"North Great River CDP, New York",36103,LI,1264,1367,103,3077,82,109,470,3531,13,4001,23,3304,municipality,2010
3652188,"North Haven village, New York",36103,LI,337,578,241,614,5,3,11,732,0,743,2,722,municipality,2000
3652188,"North Haven village, New York",36103,LI,332,739,407,633,12,1,24,809,0,833,4,792,municipality,2010
3653198,"North Lindenhurst CDP, New York",36103,LI,3808,3883,75,8758,244,416,1372,10395,35,11767,135,9565,municipality,2000
3653198,"North Lindenhurst CDP, New York",36103,LI,3787,3898,111,8888,362,564,2246,9406,49,11652,145,8286,municipality,2010
3653319,"North Patchogue CDP, New York",36103,LI,2694,2781,87,5753,82,99,686,7139,8,7825,95,6855,municipality,2000
3653319,"North Patchogue CDP, New York",36103,LI,2300,2432,132,5479,127,155,1491,5755,15,7246,75,5383,municipality,2010
3653396,"Northport village, New York",36103,LI,2952,3052,100,5766,95,44,159,7447,8,7606,40,7260,municipality,2000
3653396,"Northport village, New York",36103,LI,2921,3066,145,5658,121,40,267,7134,11,7401,46,6916,municipality,2010
3653561,"North Sea CDP, New York",36103,LI,1880,3265,1385,3572,43,61,238,4255,19,4493,29,4103,municipality,2000
3653561,"North Sea CDP, New York",36103,LI,1771,3477,1706,3573,69,40,748,3710,13,4458,52,3536,municipality,2010
3653775,"Northville CDP, New York",36103,LI,296,401,105,622,2,30,39,762,1,801,13,716,municipality,2000
3653775,"Northville CDP, New York",36103,LI,531,772,241,1102,10,14,78,1262,2,1340,14,1222,municipality,2010
3653852,"Northwest Harbor CDP, New York",36103,LI,1181,3008,1827,2287,32,103,280,2779,24,3059,56,2564,municipality,2000
3653852,"Northwest Harbor CDP, New York",36103,LI,1313,3394,2081,2649,56,83,605,2712,13,3317,34,2526,municipality,2010
3654056,"Noyack CDP, New York",36103,LI,1158,1993,835,2121,22,25,124,2572,10,2696,15,2500,municipality,2000
3654056,"Noyack CDP, New York",36103,LI,1510,2881,1371,2820,52,43,334,3234,15,3568,25,3099,municipality,2010
3654144,"Oakdale CDP, New York",36103,LI,3035,3207,172,6285,53,113,243,7832,6,8075,30,7630,municipality,2000
3654144,"Oakdale CDP, New York",36103,LI,3116,3280,164,6361,102,81,314,7660,7,7974,43,7427,municipality,2010
3654430,"Ocean Beach village, New York",36103,LI,61,595,534,108,2,0,3,135,0,138,0,133,municipality,2000
3654430,"Ocean Beach village, New York",36103,LI,39,607,568,71,0,0,1,78,0,79,0,78,municipality,2010
3654617,"Old Field village, New York",36103,LI,313,346,33,663,34,7,22,925,5,947,5,874,municipality,2000
3654617,"Old Field village, New York",36103,LI,325,369,44,713,58,8,26,892,16,918,11,799,municipality,2010
3655321,"Orient CDP, New York",36103,LI,330,673,343,581,7,4,7,702,3,709,1,687,municipality,2000
3655321,"Orient CDP, New York",36103,LI,353,772,419,633,6,8,16,727,2,743,7,704,municipality,2010
3656660,"Patchogue village, New York",36103,LI,4636,4902,266,9236,163,408,2842,9077,70,11919,205,8231,municipality,2000
3656660,"Patchogue village, New York",36103,LI,4694,5023,329,9345,185,620,3488,8310,47,11798,162,7296,municipality,2010
3656968,"Peconic CDP, New York",36103,LI,426,682,256,833,12,10,39,1042,3,1081,9,1008,municipality,2000
3656968,"Peconic CDP, New York",36103,LI,273,479,206,561,1,22,70,613,0,683,3,587,municipality,2010
3659157,"Poquott village, New York",36103,LI,350,378,28,719,40,14,43,932,0,975,9,869,municipality,2000
3659157,"Poquott village, New York",36103,LI,353,380,27,728,63,18,40,913,4,953,17,811,municipality,2010
3659355,"Port Jefferson village, New York",36103,LI,2985,3074,89,6266,261,126,408,7429,29,7837,63,6950,municipality,2000
3659355,"Port Jefferson village, New York",36103,LI,3090,3270,180,6143,470,117,500,7250,25,7750,82,6556,municipality,2010
3659377,"Port Jefferson Station CDP, New York",36103,LI,2600,2656,56,5631,278,139,685,6842,18,7527,77,6330,municipality,2000
3659377,"Port Jefferson Station CDP, New York",36103,LI,2812,2949,137,6123,416,183,1158,6680,17,7838,66,5998,municipality,2010
3660408,"Quiogue CDP, New York",36103,LI,336,545,209,622,15,88,115,685,6,800,28,548,municipality,2000
3660408,"Quiogue CDP, New York",36103,LI,307,583,276,612,17,67,155,661,14,816,22,541,municipality,2010
3660422,"Quogue village, New York",36103,LI,453,1322,869,838,4,45,28,990,5,1018,14,922,municipality,2000
3660422,"Quogue village, New York",36103,LI,424,1623,1199,803,10,17,58,909,2,967,21,859,municipality,2010
3661142,"Remsenburg-Speonk CDP, New York",36103,LI,960,1401,441,2038,17,47,140,2535,7,2675,23,2441,municipality,2000
3661142,"Remsenburg-Speonk CDP, New York",36103,LI,984,1624,640,2003,19,33,209,2433,3,2642,30,2348,municipality,2010
3661665,"Ridge CDP, New York",36103,LI,5545,5922,377,10270,120,441,469,12911,54,13380,191,12105,municipality,2000
3661665,"Ridge CDP, New York",36103,LI,5714,6235,521,10825,241,601,749,12587,28,13336,147,11570,municipality,2010
3661973,"Riverhead CDP, New York",36103,LI,3878,4167,289,7980,119,2470,949,9564,65,10513,168,6742,municipality,2000
3661973,"Riverhead CDP, New York",36103,LI,4827,5295,468,10568,220,2033,3369,9930,57,13299,295,7325,municipality,2010
3662066,"Riverside CDP, New York",36103,LI,846,926,80,2457,21,989,278,2597,31,2875,38,1518,municipality,2000
3662066,"Riverside CDP, New York",36103,LI,716,840,124,2521,7,706,872,2039,29,2911,61,1236,municipality,2010
3663319,"Rocky Point CDP, New York",36103,LI,3557,3949,392,7103,117,60,511,9674,17,10185,116,9364,municipality,2000
3663319,"Rocky Point CDP, New York",36103,LI,4820,5366,546,10201,222,187,978,13036,41,14014,155,12431,municipality,2010
3663473,"Ronkonkoma CDP, New York",36103,LI,6550,6660,110,14863,476,153,1269,18760,49,20029,247,17835,municipality,2000
3663473,"Ronkonkoma CDP, New York",36103,LI,6512,6724,212,14608,882,342,1944,17138,74,19082,205,15635,municipality,2010
3664452,"Sagaponack village, New York",36103,LI,249,734,485,469,15,14,20,562,0,582,3,530,municipality,2000
3664452,"Sagaponack village, New York",36103,LI,146,676,530,269,2,4,7,306,2,313,3,295,municipality,2010
3664485,"Sag Harbor village, New York",36103,LI,1120,1942,822,1932,22,169,169,2144,24,2313,44,1885,municipality,2000
3664485,"Sag Harbor village, New York",36103,LI,1000,1941,941,1796,31,157,285,1884,12,2169,30,1654,municipality,2010
3664584,"St. James CDP, New York",36103,LI,4555,4674,119,9835,163,34,458,12810,13,13268,57,12543,municipality,2000
3664584,"St. James CDP, New York",36103,LI,4535,4741,206,9977,261,65,750,12588,30,13338,99,12133,municipality,2010
3664881,"Saltaire village, New York",36103,LI,14,401,387,27,4,0,1,42,0,43,5,33,municipality,2000
3664881,"Saltaire village, New York",36103,LI,15,459,444,32,0,0,0,37,0,37,0,37,municipality,2010
3665409,"Sayville CDP, New York",36103,LI,5603,5721,118,12185,336,107,505,16230,16,16735,118,15653,municipality,2000
3665409,"Sayville CDP, New York",36103,LI,5983,6220,237,12814,307,161,814,16039,26,16853,130,15415,municipality,2010
3666212,"Selden CDP, New York",36103,LI,6809,7083,274,15663,535,349,1799,20062,43,21861,272,18863,municipality,2000
3666212,"Selden CDP, New York",36103,LI,6446,6739,293,14966,866,568,2750,17101,81,19851,243,15343,municipality,2010
3666481,"Setauket-East Setauket CDP, New York",36103,LI,5521,5632,111,11649,1398,194,546,15385,63,15931,167,13563,municipality,2000
3666481,"Setauket-East Setauket CDP, New York",36103,LI,5391,5589,198,11502,1137,156,807,14670,54,15477,195,13128,municipality,2010
3666828,"Shelter Island CDP, New York",36103,LI,531,964,433,978,7,8,40,1194,0,1234,18,1161,municipality,2000
3666828,"Shelter Island CDP, New York",36103,LI,598,1136,538,1064,6,12,75,1258,6,1333,12,1222,municipality,2010
3666850,"Shelter Island Heights CDP, New York",36103,LI,459,1374,915,835,4,3,13,968,0,981,11,950,municipality,2000
3666850,"Shelter Island Heights CDP, New York",36103,LI,525,1583,1058,906,4,13,41,1007,3,1048,21,966,municipality,2010
3667048,"Shinnecock Hills CDP, New York",36103,LI,502,928,426,1507,17,73,182,1567,16,1749,22,1439,municipality,2000
3667048,"Shinnecock Hills CDP, New York",36103,LI,744,1500,756,1736,23,40,655,1533,14,2188,20,1436,municipality,2010
3667070,"Shirley CDP, New York",36103,LI,7353,7774,421,17478,304,788,2749,22646,121,25395,438,20995,municipality,2000
3667070,"Shirley CDP, New York",36103,LI,8353,9022,669,20493,701,1768,4781,23073,105,27854,533,19966,municipality,2010
3667191,"Shoreham village, New York",36103,LI,145,163,18,302,10,0,12,405,0,417,1,394,municipality,2000
3667191,"Shoreham village, New York",36103,LI,192,229,37,405,16,7,15,516,0,531,3,490,municipality,2010
3667851,"Smithtown CDP, New York",36103,LI,8815,8956,141,19892,474,143,910,25991,23,26901,153,25198,municipality,2000
3667851,"Smithtown CDP, New York",36103,LI,8773,9031,258,19510,754,272,1361,25109,37,26470,221,23825,municipality,2010
3668374,"Sound Beach CDP, New York",36103,LI,3358,3640,282,6995,114,60,341,9466,25,9807,89,9178,municipality,2000
3668374,"Sound Beach CDP, New York",36103,LI,2729,3001,272,5649,134,89,475,7137,27,7612,106,6781,municipality,2010
3668462,"Southampton village, New York",36103,LI,1651,2936,1285,3190,41,502,359,3606,21,3965,48,2994,municipality,2000
3668462,"Southampton village, New York",36103,LI,1263,3314,2051,2621,51,297,503,2606,34,3109,37,2187,municipality,2010
3669254,"South Huntington CDP, New York",36103,LI,3299,3379,80,7343,334,76,356,9109,10,9465,91,8598,municipality,2000
